0.000000	20.287768	none
20.333268	20.429073	กู
20.434578	22.697983	none
22.702241	22.836066	มึง
22.840540	23.583575	none
23.588952	23.693256	กู
23.700046	26.325900	none
26.331326	26.430791	กู
26.468713	32.995600	none
33.027234	33.220364	เหี้ย
33.230555	35.703230	none
35.708120	35.912610	เหี้ย
35.933145	38.040541	none
38.063273	38.198761	กู
38.203635	38.447775	none
38.450487	38.541813	มึง
38.686131	73.703182	none
73.734201	73.795030	กู
73.799433	74.304309	none
74.312087	74.448205	มึง
74.469129	81.028653	none
81.047170	81.497471	เหี้ย
81.551083	98.188192	none
98.230894	98.383859	เหี้ย
98.388417	99.253701	none
99.256326	99.323238	กู
99.333479	111.748120	none
111.788626	111.995785	เหี้ย
112.019899	146.344623	none
146.407619	146.684310	เย็ดแม่
150.910365	151.069510	กู
151.553397	151.667380	มึง
151.673831	152.232990	none
152.239442	153.254529	เย็ดแม่
