file_path,start_time,end_time,label,window_size,variant_type,audio_samples
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\คนน่ากลัวกว่าผีบอกเลย!.wav,47.881366,48.181366,กู,0.3,context_0.4,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\พากย์สุดโต่ง VS พากย์สุขุม.wav,32.397243,32.697243,มึง,0.3,main,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Yo mama & แซนวิชบลูเบอร์รี่.wav,1.5,1.8,none,0.3,none_sample,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,582.280521,582.580521,เย็ด,0.3,context_0.6,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,8.699999999999998,8.999999999999998,none,0.3,none_sample,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,435.72819250000003,436.02819250000005,เหี้ย,0.3,main,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\เพื่อนบ้านหรรษาของจริงๆ.wav,55.048219,55.348219,เหี้ย,0.3,main,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\โอ๊ต.wav,57.989943999999994,58.28994399999999,มึง,0.3,context_0.4,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,960.180035,960.4800349999999,กู,0.3,context_0.2,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,816.8800610000001,817.180061,กู,0.3,context_0.8,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,420.6492585,420.9492585,เหี้ย,0.3,main,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,108.86964,109.16964,กู,0.3,context_0.8,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,405.023256,405.323256,กู,0.3,context_0.6,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,8.999999999999998,9.299999999999999,none,0.3,none_sample,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,108.515772,108.815772,เย็ด,0.3,context_0.4,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,943.7203569999999,944.0203569999999,กู,0.3,context_0.4,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,107.963488,108.263488,เย็ด,0.3,context_0.8,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,16.500000000000014,16.800000000000015,none,0.3,none_sample,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ใต้น้ำยังจะตามมาอีก!!.wav,5.913454499999999,6.213454499999999,เหี้ย,0.3,main,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,816.790061,817.090061,กู,0.3,context_0.2,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,185.403758,185.70375800000002,เหี้ย,0.3,context_0.4,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,18.000000000000018,18.30000000000002,none,0.3,none_sample,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,177.91553,178.21553,เย็ด,0.3,context_0.6,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,657.214551,657.514551,เหี้ย,0.3,main,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,811.875369,812.1753689999999,เย็ด,0.3,context_0.2,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,749.541062,749.841062,กู,0.3,context_0.4,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,783.7090274999999,784.0090274999999,เหี้ย,0.3,main,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,1065.625189,1065.925189,เหี้ย,0.3,context_0.4,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,609.592548,609.8925479999999,มึง,0.3,context_0.2,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,20.2311705,20.5311705,กู,0.3,main,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,791.7409945,792.0409945,มึง,0.3,main,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,811.905369,812.2053689999999,เย็ด,0.3,context_0.4,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,983.499685,983.799685,มึง,0.3,main,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,33.878825,34.178824999999996,เย็ด,0.3,context_0.4,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,583.955751,584.2557509999999,เย็ด,0.3,context_0.4,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\ซามามาเท.wav,18.27396,18.57396,กู,0.3,context_0.2,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,665.590141,665.890141,เหี้ย,0.3,main,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,883.21046,883.51046,มึง,0.3,context_0.2,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,643.704785,644.004785,เหี้ย,0.3,main,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,36.842985000000006,37.142985,เย็ด,0.3,main,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,583.955751,584.2557509999999,เย็ด,0.3,context_0.4,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,653.0852815,653.3852814999999,มึง,0.3,main,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,32.973757,33.273756999999996,เหี้ย,0.3,main,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\Horror movie for WOKE!!!!!.wav,724.2380875,724.5380875,เหี้ย,0.3,main,4800
C:\Users\muldi\Documents\Playground\University\senior-project-1\dataset\internet\clear\รายการเย็ดแม่.wav,657.214551,657.514551,เหี้ย,0.3,main,4800
