file_path,start_time,end_time,label
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\Horror movie for WOKE!!!!!.wav,0.0,0.068542,เย็ด
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\Horror movie for WOKE!!!!!.wav,0.068542,0.930448,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\Horror movie for WOKE!!!!!.wav,454.402405,456.88147,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\Horror movie for WOKE!!!!!.wav,468.024553,468.164987,มึง
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\Horror movie for WOKE!!!!!.wav,598.370179,598.556977,เหี้ย
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\Horror movie for WOKE!!!!!.wav,631.166923,631.369226,เหี้ย
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\Horror movie for WOKE!!!!!.wav,758.350311,758.499584,มึง
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\Yo mama & แซนวิชบลูเบอร์รี่.wav,74.089154,75.465556,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\Yo mama & แซนวิชบลูเบอร์รี่.wav,75.465556,75.708614,มึง
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\Yo mama & แซนวิชบลูเบอร์รี่.wav,75.708614,79.568686,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\Yo mama & แซนวิชบลูเบอร์รี่.wav,79.781013,80.658259,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\Yo mama & แซนวิชบลูเบอร์รี่.wav,80.658259,80.837061,มึง
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\Yo mama & แซนวิชบลูเบอร์รี่.wav,80.837061,83.715585,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\Yo mama & แซนวิชบลูเบอร์รี่.wav,118.448281,132.010667,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กฤต.wav,0.041907,0.25637,เย็ด
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กฤต.wav,0.510275,0.763564,หี
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กฤต.wav,1.03634,1.28285,ควย
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กฤต.wav,1.468583,1.662709,แตด
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กฤต.wav,1.726802,2.072532,สวะ
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กฤต.wav,2.405462,2.841234,เหี้ย
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กล้าดียังไงมาแตะคนรัก.wav,0.0,2.699132,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กล้าดียังไงมาแตะคนรัก.wav,2.699132,3.046038,สวะ
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กล้าดียังไงมาแตะคนรัก.wav,3.046038,4.775945,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กล้าดียังไงมาแตะคนรัก.wav,4.775945,4.994257,หี
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กล้าดียังไงมาแตะคนรัก.wav,4.994257,7.246159,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กล้าดียังไงมาแตะคนรัก.wav,7.246159,7.643905,สวะ
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กล้าดียังไงมาแตะคนรัก.wav,7.643905,8.280897,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กล้าดียังไงมาแตะคนรัก.wav,8.280897,8.639766,แตด
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กล้าดียังไงมาแตะคนรัก.wav,8.639766,9.701419,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กล้าดียังไงมาแตะคนรัก.wav,9.701419,10.287571,ควย
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กล้าดียังไงมาแตะคนรัก.wav,10.287571,11.14,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กายพูดกูรัวๆ.wav,0.0,0.949056,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กายพูดกูรัวๆ.wav,1.073442,2.284142,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กายพูดกูรัวๆ.wav,2.591512,2.702934,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กายพูดกูรัวๆ.wav,2.923856,3.017027,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กายพูดกูรัวๆ.wav,3.222581,3.321516,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กายพูดกูรัวๆ.wav,3.478082,3.591425,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กายพูดกูรัวๆ.wav,4.930829,5.037553,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กายพูดกูรัวๆ.wav,5.201742,5.295125,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กายพูดกูรัวๆ.wav,5.460339,5.55167,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กายพูดกูรัวๆ.wav,5.679943,11.247006,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กายพูดกูรัวๆ.wav,11.247006,11.731366,ควย
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กายพูดกูรัวๆ.wav,11.731366,12.737029,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กายพูดกูรัวๆ.wav,12.739082,13.153661,กู
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กายพูดกูรัวๆ.wav,13.153661,17.592945,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กายพูดกูรัวๆ.wav,17.593941,19.027974,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กายพูดกูรัวๆ.wav,19.027974,19.110184,กู
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กายพูดกูรัวๆ.wav,19.110178,19.587647,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กายพูดกูรัวๆ.wav,19.878926,20.239883,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กายพูดกูรัวๆ.wav,20.554008,22.035532,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กายพูดกูรัวๆ.wav,22.471879,23.569601,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กายพูดกูรัวๆ.wav,23.569601,23.642706,เย็ด
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กายพูดกูรัวๆ.wav,23.642706,23.976249,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กายพูดกูรัวๆ.wav,24.422876,27.879386,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กายพูดกูรัวๆ.wav,27.879386,27.96734,เย็ด
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กายพูดกูรัวๆ.wav,27.96734,30.812735,none
C:\Users\muldi\Documents\Playground\University\senior-project-1\mix_dataset_split\train_val\กายพูดกูรัวๆ.wav,30.812735,30.989787,มึง
