0.000000	0.949056	none
1.073442	2.284142	none
2.591512	2.702934	none
2.923856	3.017027	none
3.222581	3.321516	none
3.478082	3.591425	none
4.930829	5.037553	none
5.201742	5.295125	none
5.460339	5.551670	none
5.679943	11.247006	none
11.247006	11.731366	ควย
11.731366	12.737029	none
12.739082	13.153661	กู
13.153661	17.592945	none
17.593941	19.027974	none
19.027974	19.110184	กู
19.110178	19.587647	none
19.878926	20.239883	none
20.554008	22.035532	none
22.471879	23.569601	none
23.569601	23.642706	เย็ด
23.642706	23.976249	none
24.422876	27.879386	none
27.879386	27.967340	เย็ด
27.967340	30.812735	none
30.812735	30.989787	มึง
30.989787	32.604957	none
32.695167	34.033246	none
