0.000000	5.391381	none
5.391381	5.542865	มึง
5.542865	5.814375	none
5.814375	6.041885	สวะ
6.041885	7.224934	none
7.224934	7.497945	มึง
7.497945	9.015207	none
9.015207	9.258381	หี
9.258381	9.520960	none
9.520960	9.731537	มึง
9.731537	12.769092	none
12.769092	13.201982	กู
13.201982	14.686948	none
14.686948	14.842110	หี
14.842110	16.298451	none
16.298451	16.388164	เหี้ย
16.388164	16.557209	เหี้ย
16.557209	16.728178	none
16.728178	17.009817	มึง
17.009817	18.097908	none
18.097908	18.270021	กู
18.270021	18.941521	none
18.941521	19.111678	แตด
19.111678	21.343275	none
21.343275	21.591013	มึง
21.591013	23.104000	none
