0.000000	14.227402	none
14.227402	14.860768	เหี้ย
14.860768	16.215763	none
16.215763	16.686095	เหี้ย
16.686095	18.233617	none
18.824760	35.876175	none
35.876169	36.302074	ควย
36.302074	42.449109	none
42.447539	42.969811	ควย
42.969811	45.044591	none
45.044591	45.249701	ควย
45.249701	57.804852	none
57.958596	59.798039	none
59.798039	59.910850	เย็ด
59.910850	80.772829	none
80.772829	80.876913	เย็ด
80.876913	88.286035	none
88.286035	88.409314	เหี้ย
88.409314	90.545251	none
90.544994	91.770179	none
91.770179	91.844683	เย็ด
91.844683	94.137844	none
94.137844	94.275841	ควย
94.275841	95.803252	none
95.803252	95.979016	หี
95.979016	101.676663	none
