0.000000	1.793843	none
1.793843	1.951164	มึง
1.951287	2.498378	none
2.498378	2.832515	เหี้ย
2.832956	4.295054	none
4.295146	4.381274	กู
4.381274	6.399963	none
6.399963	6.600819	กู
6.600819	8.602118	none
9.369242	9.783054	none
9.783054	9.848393	มึง
9.847586	11.375118	none
11.375070	11.502592	มึง
11.502727	13.007235	none
13.007235	13.101613	กู
13.101613	13.438793	none
13.438793	13.561404	มึง
13.561404	16.802768	none
16.802768	16.856385	กู
16.856385	17.181650	none
17.181650	17.287080	กู
17.287080	18.130919	none
18.130919	18.482848	สวะ
18.482848	19.702982	none
19.702982	19.869535	มึง
19.869535	24.438127	none
24.438127	24.518168	เย็ด
24.518168	26.289269	none
26.288745	26.682842	ควย
26.682652	28.582597	none
