0.000000	2.432616	none
2.713499	3.430840	none
3.791240	9.383114	none
9.383114	9.716483	สวะ
9.716483	23.638608	none
23.638608	23.808862	เย็ด
23.808862	33.007445	none
33.007445	33.347307	สวะ
33.347307	42.911120	none
42.911120	43.143980	ควย
43.143980	51.989673	none
51.989673	56.367164	none
56.367164	56.666297	กู
56.666297	57.291764	none
57.291764	57.574730	มึง
57.574730	62.059763	none
62.059763	62.340587	สวะ
62.340587	76.481434	none
76.858790	77.044548	none
77.044548	77.232379	เหี้ย
77.232379	77.377521	none
77.377521	77.549346	เหี้ย
77.549346	86.447891	nonne
