0.000000	8.341481	none
8.341481	8.633113	เหี้ย
8.633113	8.813459	มึง
8.813459	8.977584	none
8.977584	9.299700	หี
9.299700	9.721397	เหี้ย
9.721397	11.684577	none
11.684577	12.075790	ควย
12.075790	13.279914	none
13.279914	13.617272	เหี้ย
13.617272	14.950446	none
14.950446	15.102867	แตด
15.102867	15.386369	none
15.386369	15.592645	แตด
15.592645	15.813147	none
15.813147	16.028569	เหี้ย
16.028569	16.192167	none
16.192167	16.585132	สวะ
16.585132	17.122950	none
17.122950	17.448114	หี
17.448114	18.005333	none
