0.000000	2.260093	none
2.261896	2.501794	เหี้ย
2.502414	3.746379	none
3.950202	4.480503	none
4.480503	4.617588	เหี้ย
4.617588	5.275955	none
5.275955	5.429273	เหี้ย
5.429273	6.197668	none
6.197668	6.509716	เหี้ย
6.509716	7.476524	none
7.476524	7.725441	เหี้ย
7.725441	9.776299	none
9.776299	10.023412	เหี้ย
10.023412	11.922755	none
11.922755	12.083289	หี
12.083289	12.472898	none
12.472898	12.613590	เหี้ย
12.613590	16.722521	none
16.722521	17.205925	เหี้ย
17.206158	17.395551	มึง
17.395318	17.909386	none
17.957288	19.403947	none
19.628428	22.600000	none
