0.000000	1.075447	none
1.075447	1.250207	กู
1.250207	15.534236	none
15.534236	15.661955	เย็ด
15.661955	16.185682	none
16.184273	16.248219	กู
16.248219	20.525998	none
20.526104	20.711319	มึง
20.711319	26.590554	none
26.590554	26.687603	เย็ด
26.687603	27.656465	none
27.656465	27.740618	กู
27.740618	29.979920	none
29.979920	30.122506	กู
30.122506	32.744822	none
32.744145	32.879966	เย็ด
32.879966	33.478808	none
33.478779	33.675347	มึง
33.675975	33.789018	none
33.789018	33.855587	กู
33.855587	36.194567	none
36.194567	36.284197	กู
36.284197	45.884595	none
45.884595	46.002792	มึง
46.002792	47.388890	none
47.388890	47.460261	เย็ด
47.460261	56.746069	none
56.746069	56.861931	เย็ด
56.861931	63.657474	none
