0.000000	0.989688	none
0.989688	1.433180	เหี้ย
1.433180	2.497561	none
2.497561	2.922379	เหี้ย
2.922379	4.187769	none
4.187769	4.389015	เหี้ย
4.389015	4.455634	none
4.455634	4.876170	เหี้ย
4.876170	6.752158	none
6.752158	7.137996	เหี้ย
7.137996	8.642485	none
8.642485	8.974194	เหี้ย
8.974194	10.239964	none
10.239964	10.367651	เหี้ย
10.367651	10.979717	none
10.979717	11.335021	กู
11.335021	12.359295	none
12.359295	12.915845	เหี้ย
12.915845	13.865172	none
14.281544	15.043503	none
15.043503	15.697207	เหี้ย
15.697207	16.638206	none
16.638206	17.203084	เหี้ย
17.203084	18.256504	none
18.843588	20.680000	none
