0.000000	1.518206	none
1.519623	1.566463	กู
1.566463	2.445045	none
2.445045	2.550429	กู
2.550429	5.232411	none
5.232411	5.458234	เหี้ย
5.458234	5.595736	none
5.595736	5.883786	เหี้ย
5.883786	11.399811	none
11.399811	11.903393	หี
11.903393	12.906096	none
12.906096	13.068983	เหี้ย
13.068983	14.926504	none
14.926504	15.010479	กู
15.010479	17.426530	none
17.426530	17.612470	ควย
17.612470	20.209013	none
20.209013	20.322401	กู
20.322401	22.850665	none
22.850665	23.046409	แตด
23.046409	25.212520	none
25.212520	25.361911	กู
25.361911	27.791607	none
27.791607	28.196133	สวะ
28.196133	29.909333	none
