0.000000	1.254935	none
1.255802	1.369019	กู
1.369019	14.812304	none
14.812304	14.964990	กู
14.964990	29.031033	none
29.031033	29.163475	กู
29.163475	30.744895	none
30.744895	30.904040	มึง
30.904040	32.816985	none
32.816985	32.891751	กู
32.891751	38.637913	none
38.637913	38.752515	กู
38.752515	41.543070	none
41.543070	41.720454	กู
41.720454	46.102083	none
46.102083	46.282612	มึง
46.282612	54.820985	none
54.821674	54.981098	กู
54.980823	57.392934	none
57.392934	57.556068	กู
57.556068	59.798893	none
