0.000000	19.478165	none
19.783627	20.486890	none
20.486934	20.566161	กู
20.565977	56.995884	none
57.118727	57.546852	none
57.546852	57.664793	
57.664793	58.079944	none
58.079944	58.166041	มึง
58.166041	127.448485	none
127.448485	127.531236	กู
127.531236	130.582868	none
130.582868	130.697271	กู
130.697271	144.605871	none
144.605871	144.666751	กู
144.666751	239.426206	none
239.426206	239.561406	กู
239.561406	241.053293	none
241.147645	265.757351	none
265.998124	273.115236	none
273.115236	273.261592	กู
273.261698	273.623776	none
273.623776	273.757049	กู
273.757049	274.318494	none
274.443274	274.701628	none
274.880144	275.715702	none
275.944799	310.756659	none
310.756659	310.925258	
310.925258	1075.430729	none
1075.654867	1076.691332	none
1076.691332	1076.847038	เหี้ย
1076.847038	1088.796851	none
1088.796851	1088.858740	กู
1088.858740	1163.000211	none
1163.000211	1163.162908	มึง
1163.162908	1169.910500	none
1169.910500	1170.010576	กู
1170.011165	1270.506929	none
1270.766770	1274.997617	none
1275.234648	1301.148195	none
1301.148195	1301.295464	เหี้ย
1301.295464	1315.105073	none
1315.274782	1324.097667	none
1324.310896	1357.184687	none
