0.000000	19.031222	none
19.032041	19.153205	มึง
19.153205	23.022478	none
23.022478	23.217391	มึง
23.217391	24.340333	none
24.340333	24.509210	มึง
24.509210	26.009433	none
26.009433	26.205666	มึง
26.205666	28.161061	none
28.161061	28.271807	มึง
28.271807	29.996729	none
29.996729	30.232618	มึง
30.232618	34.418552	none
34.418552	34.592570	มึง
34.592570	39.071439	none
40.546200	40.655050	มึง
40.655050	44.669968	none
44.669968	44.885318	มึง
57.399682	57.951197	none
57.951197	58.117316	มึง
58.117316	60.009619	none
60.009619	60.131435	มึง
60.131435	61.845558	none
61.845558	61.939615	มึง
61.939615	65.629591	none
79.568686	79.781013	มึง
83.715585	83.926981	มึง
83.926981	87.515124	none
87.515124	87.703239	มึง
87.703239	92.078296	none
92.078296	92.249414	มึง
92.249414	95.572572	none
96.701384	96.844937	มึง
96.844937	98.555061	none
98.555061	98.741417	มึง
98.741417	99.453283	none
99.453283	99.658163	มึง
99.658163	100.578463	none
100.578463	100.726862	มึง
100.726862	102.836575	none
102.836575	103.044777	มึง
103.044777	103.905744	none
103.905744	103.991368	มึง
107.484321	107.566634	มึง
107.566634	108.881956	none
118.448281	132.010667	none
