0.000000	3.114908	none
3.114908	3.344441	กู
3.344441	6.109426	none
6.109426	6.219232	กู
6.219232	12.082587	none
12.082587	12.343210	กู
12.343210	18.205243	none
18.205243	18.344153	กู
18.344153	19.292715	none
19.292715	19.410459	กู
19.410459	20.167191	none
20.167191	20.286258	กู
20.286258	39.736405	none
39.736405	39.814460	กู
39.814460	40.202087	none
40.202087	40.296876	กู
40.296876	41.355024	none
41.355024	41.494083	มึง
41.494083	41.640929	none
41.640929	41.803350	กู
41.803350	53.828056	none
53.828056	53.949316	กู
53.949316	58.714533	none
58.714533	58.819942	กู
58.819942	58.993002	เหี้ย
58.993002	59.809531	none
59.809531	59.887408	กู
59.887408	60.657525	none
60.657525	60.766867	กู
60.766867	66.304000	none
