39.071439	39.226845	มึง
39.226845	40.546200	none
44.885318	45.984781	none
45.984781	46.141399	มึง
46.141399	47.984052	none
47.984052	48.154601	มึง
48.154601	51.556720	none
51.556720	51.744988	มึง
51.744988	52.254420	none
52.254420	52.402820	มึง
52.402820	57.273431	none
57.273431	57.399682	มึง
65.629591	65.818637	มึง
65.818637	69.647977	none
69.647977	69.817466	มึง
69.817466	70.200214	none
70.200214	70.359459	มึง
70.359459	73.849820	none
73.849820	74.089154	มึง
95.572572	95.741720	มึง
95.741720	96.701384	none
103.991368	106.439940	none
106.439940	106.575591	มึง
106.575591	107.484321	none
108.881956	109.014851	มึง
109.014851	111.155819	none
111.155819	111.370666	มึง
111.370666	113.628778	none
113.628778	113.861345	มึง
113.861345	118.269736	none
118.269736	118.448281	มึง
118.448281	132.010667	none
